"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000100764",2.31059305672716,-0.883326753262701,1.96929150084859,-0.448550533469557,0.653755924667264,NA
"ENSMUSG00000100480",3.65654907647207,4.43685540686967,2.36110550097971,1.87914322550545,0.0602249393380961,NA
"ENSMUSG00000100025",0.66601382542222,0.245377723401871,2.85879184286533,0.0858326652967962,0.931599439137809,NA
"ENSMUSG00000039748",123.138331824614,0.197374465956819,0.555786560640864,0.355126373925327,0.722494919175734,1
"ENSMUSG00000057363",556.790438819333,-0.12331750635935,0.233700527698481,-0.527673204565686,0.597726174215274,1
"ENSMUSG00000100701",0.828754740652958,0.246077136501853,2.62105600813069,0.0938847303294953,0.925200723688148,NA
"ENSMUSG00000100555",1.4116229237708,1.58292170086941,2.7696860883969,0.571516644973154,0.56764948062181,NA
"ENSMUSG00000038702",70.3567044669365,-0.0581255423083432,0.423863979600881,-0.137132535685329,0.890926035637552,1
"ENSMUSG00000101875",0.694961747010972,-0.501617365851135,2.81454758520069,-0.178223089383428,0.858547777296113,NA
"ENSMUSG00000078184",2.64269457691566,-1.73346013462446,1.89849615323716,-0.913070132730424,0.361205657397524,NA
"ENSMUSG00000061024",471.403150252674,-0.144076245834966,0.258482916924671,-0.557391751645057,0.577259799813397,1
"ENSMUSG00000025911",52.4069762994896,0.288784180241798,0.87079804124813,0.331631637374699,0.74016742711068,1
"ENSMUSG00000081441",1.03841941675909,-1.49606977202934,3.72729281145147,-0.40138241015917,0.68813859779931,NA
"ENSMUSG00000057335",2175.54318889977,-0.260250199946852,0.220547991967803,-1.18001618434524,0.237993778033106,0.960231486540724
"ENSMUSG00000103634",2.0099266861912,-0.1358693841818,3.19874597548162,-0.0424758280973976,0.966119380739444,NA
"ENSMUSG00000104154",4.09560345180046,-1.22542524692498,1.51550889453955,-0.808589940540929,0.418751052920261,NA
"ENSMUSG00000025912",46.8964045889023,0.437297923685363,0.888545018151948,0.49215055484176,0.622612915719947,1
"ENSMUSG00000045210",2213.40852102215,-0.102069393539525,0.138657219045757,-0.736127511008588,0.461653101746705,1
"ENSMUSG00000041763",2250.26353514739,-0.0461834924549246,0.14594374237827,-0.316447226186801,0.751663075862512,1
"ENSMUSG00000026504",492.421469492646,-0.361455302824239,0.172423192480824,-2.09632647223161,0.0360532399836208,0.533868546342764
"ENSMUSG00000103367",22.8350264825122,-1.67844180054809,1.15127925301728,-1.45789285800923,0.14487007753522,0.860457671386731
"ENSMUSG00000102475",0.722707476537756,-2.48180322007053,4.7714605280634,-0.520134915813256,0.602969544091142,NA
"ENSMUSG00000047343",0.812723622831339,-0.182093412566167,4.70353462379801,-0.038714164374351,0.969118280338151,NA
"ENSMUSG00000102211",6.76198840852431,-1.32643660921697,1.71336255282518,-0.774171588511604,0.438829327315843,1
"ENSMUSG00000103251",2.29465258869395,-0.140897005968378,2.82743943938963,-0.0498320154997887,0.96025625368835,NA
"ENSMUSG00000091844",22.9414609536997,0.553953402440915,1.1165315361571,0.496137712641348,0.619797253219577,1
"ENSMUSG00000026483",2886.88720948918,-0.115585057663998,0.172363244982098,-0.670589937408073,0.502481794602313,1
"ENSMUSG00000019699",1906.56471870319,-0.0119154124268222,0.194970176801391,-0.0611140258592472,0.951268399010478,1
"ENSMUSG00000104391",9.44003844833521,1.75320117786817,1.3155053419816,1.33272068300936,NA,NA
"ENSMUSG00000102133",0.646315600868082,0,4.85663474868401,0,1,NA
"ENSMUSG00000102749",1.39381571596818,0,4.85663474867148,0,1,NA
"ENSMUSG00000103163",1.32035326527716,-0.258168955867687,4.25565747046686,-0.0606648814335532,0.951626100701238,NA
"ENSMUSG00000103646",2.70507205524496,-2.85606313133435,2.41852380437157,-1.18091173060687,0.237637790766114,NA
"ENSMUSG00000102427",1.51489969415697,1.03085543669651,2.70421943832248,0.381202583669018,0.703052932118578,NA
"ENSMUSG00000063659",1745.24769727986,-0.0413543765736996,0.193050862818911,-0.214214927454075,0.830379455838834,1
"ENSMUSG00000026049",128.029845935005,-0.114869824011141,0.458339046034038,-0.250621946799206,0.802106412060548,1
"ENSMUSG00000043019",1049.81358206019,-0.0852988615550081,0.169580116099962,-0.503000372430025,0.614964010313399,1
"ENSMUSG00000032666",388.742405632971,0.356647193104195,0.271168521473892,1.31522343067587,0.188434822760281,0.916254605856385
"ENSMUSG00000015961",1664.3184467919,0.174095413477982,0.120753018659128,1.44174791993759,0.149373499767317,0.86961814144189
"ENSMUSG00000014980",142.933388964727,0.31128922296761,0.317982358709704,0.978951235630641,0.327604074689094,1
"ENSMUSG00000026235",49.8859830939879,-0.462523760613961,1.11373712198812,-0.415289884374433,0.677929705480896,1
"ENSMUSG00000032649",9.86493490914964,0.454108346855132,1.58971936797205,0.285653151118378,NA,NA
"ENSMUSG00000026047",150.871762074246,-0.256147534694726,0.306216786883721,-0.836490831549323,0.402878832509001,1
"ENSMUSG00000091476",4.06346432722366,3.04806541721463,3.02986211947266,1.00600796241683,0.314411739854151,NA
"ENSMUSG00000104097",0.884247884932402,0.907503088202132,4.66442215872763,0.194558523504159,0.845738575928416,NA
"ENSMUSG00000041684",174.576155911443,-0.216865772277455,0.339084395009367,-0.639562821142108,0.522456859840778,1
"ENSMUSG00000026048",517.994715209177,0.085669974132672,0.29972315385864,0.28583035054101,0.775008061086373,1
"ENSMUSG00000101567",19.0640095216396,-0.562869541491211,0.964970585314941,-0.583302278905741,0.559689828684423,1
"ENSMUSG00000026245",879.298401044234,-0.0882532032679852,0.247863420336211,-0.356055779220166,0.721798792936059,1
"ENSMUSG00000104018",3.6000702890851,2.16129178717965,2.02454862372355,1.06754254348537,0.285726913178958,NA
"ENSMUSG00000026482",1016.03553130986,0.290893279856137,0.192191680715842,1.51355812474644,0.130137948617074,0.839484759783497
"ENSMUSG00000080950",6.73246966076738,0.0567703870920486,1.33176662621795,0.042627879370479,0.96599817116069,1
"ENSMUSG00000012187",1.02138230319024,4.64157263484783,4.73168944940667,0.980954621912023,0.326615119582467,NA
"ENSMUSG00000008475",11670.0596806485,0.068354184687319,0.110227648088993,0.620118326684543,0.535179887302275,1
"ENSMUSG00000056870",10.3917603540099,-1.00111001575969,1.11178335221219,-0.900454224078567,0.367878575448907,1
"ENSMUSG00000026495",149.3283393897,-0.136139237145161,0.450075508490301,-0.302480882823009,0.76228550463433,1
"ENSMUSG00000032883",150.634975799147,0.436346438177272,0.326418938336977,1.33676814341823,0.181298330778877,0.90841899263406
"ENSMUSG00000026480",8911.60959269437,-0.244658469550901,0.169349104484398,-1.44469892708196,0.148542471416201,0.868408439563846
"ENSMUSG00000026494",9.72805140919348,1.46293505606405,1.60789462709153,0.909845105154871,0.362904203377556,1
"ENSMUSG00000025915",1554.64994383588,-0.0377250231305449,0.257125251940449,-0.146718468317853,0.8833542407501,1
"ENSMUSG00000079470",106.157957941904,-0.379233596036006,0.338830019975454,-1.11924438118995,0.26303589645592,0.980146873576751
"ENSMUSG00000099377",4.38737314165833,-1.77128935796828,1.52419817845168,-1.16211223908403,0.245189876559449,0.962802747509223
"ENSMUSG00000047330",1.14893706690269,4.27081444149933,4.73753246990763,0.901484996383065,0.367330507578608,NA
"ENSMUSG00000072978",6.8512842978613,0.360655957084167,1.27902094184217,0.281978148508433,0.777960265672973,1
"ENSMUSG00000046334",12.386293954541,0.243649364949942,0.910335666979516,0.267647829023736,0.78897041137236,1
"ENSMUSG00000050711",8.22033147384435,20.9585972955456,4.71418995161436,4.44585337261778,NA,NA
"ENSMUSG00000055067",211.104372694165,-0.317293595179038,0.262407569004345,-1.20916327369271,0.226600124314167,0.948902001323492
"ENSMUSG00000054702",430.428761527085,0.0737360890583072,0.273555871208943,0.269546724522638,0.78750899123441,1
"ENSMUSG00000096474",52.0874766087165,-0.256374338788791,0.541394856990991,-0.473544097211579,0.635825048008197,1
